search URL:,https://patents.google.com/?q=G06N5%252f022
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10769378-B2,Extending system entities for conversational system ,International Business Machines Corporation,"Li Jun Mei, Qi Cheng Li, Rangachari Anand, Ajay Gupta",2018-11-14,2018-11-14,2020-09-08,2020-09-08,https://patents.google.com/patent/US10769378B2/en,https://patentimages.storage.googleapis.com/bd/2f/9c/94080ea17fb7c4/US10769378-20200908-D00000.png
US-2021224596-A1,System and method for improved fake digital content creation ,John McDevitt,John McDevitt,2020-01-19,2021-01-13,2021-07-22,,https://patents.google.com/patent/US20210224596A1/en,https://patentimages.storage.googleapis.com/cd/31/dd/952ef514529e95/US20210224596A1-20210722-D00000.png
US-11719842-B2,Machine learning platform for processing data maps ,"International Business Machines Corporation, Shell Usa, Inc.","Jorge Luis Guevara Diaz, Bianca Zadrozny, Breno William Santos Rezende de Carvalho, Alvaro Bueno Buoro, Matthias Kormaksson, Ligang Lu, John Tolle, Detlef Hohl, Jan Limbeck, Mingqi Wu",2018-11-14,2018-11-14,2023-08-08,2023-08-08,https://patents.google.com/patent/US11719842B2/en,https://patentimages.storage.googleapis.com/05/d6/57/33262aa9d8ce75/US11719842-20230808-D00000.png
US-11108583-B2,Collaborative learning and enabling skills among smart devices within a closed social network group ,International Business Machines Corporation,"Shubhadip Ray, Sarbajit K. Rakshit, Craig M. Trim, Garfield Vaughn",2018-11-19,2018-11-19,2021-08-31,2021-08-31,https://patents.google.com/patent/US11108583B2/en,https://patentimages.storage.googleapis.com/6b/32/7a/0a1c17f2731ad4/US11108583-20210831-D00000.png
US-10901708-B1,Techniques for unsupervised learning embeddings on source code tokens from non-local contexts ,"Amazon Technologies, Inc.","Russell Reas, Neela Sawant, Srinivasan Sengamedu Hanumantha Rao, Yinglong WANG, Anton Emelyanov, Shishir Sethiya",2018-11-23,2018-11-23,2021-01-26,2021-01-26,https://patents.google.com/patent/US10901708B1/en,https://patentimages.storage.googleapis.com/ae/fc/fe/67e0ce576febdf/US10901708-20210126-D00000.png
US-10949542-B2,Self-evolved adjustment framework for cloud-based large system based on machine learning ,International Business Machines Corporation,"Pei Jian Liu, Ye Yu, Chih-Hsiung Liu, Bing Xin Wang, Jin Zhang, Yan Liu",2018-11-25,2018-11-25,2021-03-16,2021-03-16,https://patents.google.com/patent/US10949542B2/en,https://patentimages.storage.googleapis.com/05/09/ff/ee6157e80a8f53/US10949542-20210316-D00000.png
CN-110083586-B,Energy pile knowledge base system assisting energy pile design and construction method thereof ,大连海事大学,"崔春义, 厉超吉, 张新程, 梁志孟, 王本龙, 辛宇, 孟坤",2019-03-21,2019-03-21,2022-04-08,2022-04-08,https://patents.google.com/patent/CN110083586B/en,https://patentimages.storage.googleapis.com/03/c5/72/6e017d7fabd479/HDA0002003089890000011.png
US-11055330-B2,Utilizing external knowledge and memory networks in a question-answering system ,International Business Machines Corporation,"Peng Wang, Shi Lei Zhang, Wen Liu, Feng Jin, Qin Shi, Yong Qin",2018-11-26,2018-11-26,2021-07-06,2021-07-06,https://patents.google.com/patent/US11055330B2/en,https://patentimages.storage.googleapis.com/10/d0/b9/03bbd5f53eb0cf/US11055330-20210706-D00000.png
US-10599918-B2,Information processing method and information processing apparatus ,Fujitsu Limited,Bin Chen,2017-06-20,2018-06-14,2020-03-24,2020-03-24,https://patents.google.com/patent/US10599918B2/en,https://patentimages.storage.googleapis.com/80/c9/07/5fdf0d5383cebb/US10599918-20200324-D00000.png
US-2018005249-A1,Optimize a resource allocation plan corresponding to a legacy software product sustenance ,Hcl Technologies Limited,"S U M Prasad Dhanyamraju, Satya Sai Prakash Kanakadandi, Simy Chacko",2016-06-30,2017-05-31,2018-01-04,,https://patents.google.com/patent/US20180005249A1/en,https://patentimages.storage.googleapis.com/ea/bf/88/f4dbcb337c4378/US20180005249A1-20180104-D00000.png
US-11044328-B2,Controlling content delivery ,International Business Machines Corporation,"Craig M. Trim, Kimberly Greene Starks, Michael E. Alexander, Gandhi Sivakumar, Kushal Patel, Sarvesh Patel",2018-11-28,2018-11-28,2021-06-22,2021-06-22,https://patents.google.com/patent/US11044328B2/en,https://patentimages.storage.googleapis.com/05/d4/d3/59b9a90d1573b1/US11044328-20210622-D00000.png
US-11501179-B2,Cognitive robotics system that requests additional learning content to complete learning process ,International Business Machines Corporation,"Craig M. Trim, Victor Povar, Sarbajit K. Rakshit, Gandhi Sivakumar",2018-11-28,2018-11-28,2022-11-15,2022-11-15,https://patents.google.com/patent/US11501179B2/en,https://patentimages.storage.googleapis.com/eb/08/7d/e5cf69002bc775/US11501179-20221115-D00000.png
US-2019378011-A1,Computer-readable recording medium and learning data generation method ,Fujitsu Limited,"Satoko IWAKURA, Shunichi Watanabe, Tetsuyoshi Shiota, Izumi Nitta, Daisuke Fukuda",2018-06-07,2019-05-24,2019-12-12,,https://patents.google.com/patent/US20190378011A1/en,https://patentimages.storage.googleapis.com/65/f1/ab/7a19b25ad4a098/US20190378011A1-20191212-D00000.png
US-10956361-B2,Processor core design optimized for machine learning applications ,International Business Machines Corporation,"Manoj Kumar, Pratap C. Pattnaik, Kattamuri Ekanadham, Jessica Tseng, Jose E. Moreira",2018-11-29,2018-11-29,2021-03-23,2021-03-23,https://patents.google.com/patent/US10956361B2/en,https://patentimages.storage.googleapis.com/6e/d3/cd/d8a5d68ef47580/US10956361-20210323-D00000.png
US-11243988-B2,Data curation on predictive data modelling platform ,International Business Machines Corporation,"Sundar Saranathan, Achille B. Fokoue-Nkoutche, Alix Lacoste",2018-11-29,2018-11-29,2022-02-08,2022-02-08,https://patents.google.com/patent/US11243988B2/en,https://patentimages.storage.googleapis.com/ae/e8/2a/8c8dfb6a4293b9/US11243988-20220208-D00000.png
US-10832419-B2,Cognitive search analytics for multi-dimensional objects ,International Business Machines Corporation,"Harish Bharti, Abhay PATRA, Sarbajit K. Rakshit, Rajesh Kumar Saxena, Sandeep Sukhija",2018-11-29,2018-11-29,2020-11-10,2020-11-10,https://patents.google.com/patent/US10832419B2/en,https://patentimages.storage.googleapis.com/78/ab/28/9aa62d8880a8f1/US10832419-20201110-D00000.png
US-11238068-B2,Generating a model associating topics with content items based on characteristics of digital magazines including a set of content items and words in content items of the set ,"Flipboard, Inc.","Arnab Bhadury, Vlad Ionut Cora, Dusan Jovanovic, Martin Jack Rose",2018-12-01,2018-12-01,2022-02-01,2022-02-01,https://patents.google.com/patent/US11238068B2/en,https://patentimages.storage.googleapis.com/8c/e7/f5/2f50ae7d7cb4d2/US11238068-20220201-D00000.png
CN-114189367-A,Safety log analysis system based on knowledge graph ,南京理工大学,"俞研, 吉港, 狄芳, 邓芳伟, 付安民",2021-11-30,2021-11-30,2022-03-15,,https://patents.google.com/patent/CN114189367A/en,https://patentimages.storage.googleapis.com/de/20/9c/93bdb9938bca8e/HDA0003382193520000011.png
US-2022188689-A1,Graph-to-signal domain based data interconnection classification system and method ,"Jpmorgan Chase Bank, N.A.","Yawwani GUNAWARDANA, Ramesh BISESSAR, Kevin Parsons, Karthick MURUGANANTHAM, Zhencheng TAN, Deniz MURADOV, Joanne Cunningham",2020-12-10,2020-12-10,2022-06-16,,https://patents.google.com/patent/US20220188689A1/en,https://patentimages.storage.googleapis.com/ea/d9/73/353891d9508f88/US20220188689A1-20220616-D00000.png
US-2017351973-A1,Quantifying creativity in auditory and visual mediums ,Rutgers University,"Ahmed Elgammal, Babak Saleh",2016-06-02,2017-06-02,2017-12-07,,https://patents.google.com/patent/US20170351973A1/en,https://patentimages.storage.googleapis.com/5f/0b/22/241b70955f54c8/US20170351973A1-20171207-D00000.png
US-10373058-B1,Unstructured database analytics processing ,"Jsonar, Inc.","Ron Ben-Natan, Ury Segal",2013-10-10,2014-04-29,2019-08-06,2019-08-06,https://patents.google.com/patent/US10373058B1/en,https://patentimages.storage.googleapis.com/4c/aa/da/ed7890e1c87dc9/US10373058-20190806-D00000.png
CN-113114628-A,Real-time safety alarm correlation algorithm based on event correlation model and hierarchy ,"中国南方电网有限责任公司, 南方电网数字电网研究院有限公司","叶思斯, 张华兵, 林志达",2021-03-19,2021-03-19,2021-07-13,,https://patents.google.com/patent/CN113114628A/en,https://patentimages.storage.googleapis.com/57/96/f3/b20e494ce2dfff/HDA0002984328460000011.png
US-2022180183-A1,"Method, apparatus, and system for providing place category prediction ",Here Global B.V.,Soojung Hong,2020-12-09,2020-12-09,2022-06-09,,https://patents.google.com/patent/US20220180183A1/en,https://patentimages.storage.googleapis.com/3b/74/d1/e1e7a82f35da06/US20220180183A1-20220609-D00000.png
CN-112598185-A,"Agricultural public opinion analysis method, device, equipment and storage medium ",中国农业银行股份有限公司,"孔令韬, 贡佳炜, 李壮志, 贺航, 张园",2020-12-28,2020-12-28,2021-04-02,,https://patents.google.com/patent/CN112598185A/en,https://patentimages.storage.googleapis.com/7d/62/1d/1b3e833af50cec/HDA0002864082640000011.png
US-10769359-B1,Dynamic determination of missing fields ,Intuit Inc.,"Pradeep Kurunimakki Laxminarayana, John Samuel, Arun Satyarth",2018-12-06,2018-12-06,2020-09-08,2020-09-08,https://patents.google.com/patent/US10769359B1/en,https://patentimages.storage.googleapis.com/9f/db/b2/38938f0d9f80da/US10769359-20200908-D00000.png
US-2022180244-A1,Inter-Feature Influence in Unlabeled Datasets ,"Vmware, Inc.","Yaniv BEN-ITZHAK, Shay Vargaftik",2020-12-08,2020-12-08,2022-06-09,,https://patents.google.com/patent/US20220180244A1/en,https://patentimages.storage.googleapis.com/88/3b/a8/04b718029ccf11/US20220180244A1-20220609-D00000.png
EP-4038554-A1,System and method for email address selection ,"LiveRamp, Inc.",Pavan Marupally,2019-10-05,2020-10-02,2022-08-10,,https://patents.google.com/patent/EP4038554A1/en,
WO-2011051927-A1,A computer-implemented method for processing a complex problem ,"National University Of Ireland, Cork","James Little, David Stynes",2009-10-30,2010-11-01,2011-05-05,,https://patents.google.com/patent/WO2011051927A1/en,
US-2015112916-A1,Case-based reasoning ,Verdande Technology As,"Håkon Lorentzen, Odd Erik Gundersen, Kerstin Bach, Frode Sørmo",2013-10-17,2013-10-17,2015-04-23,,https://patents.google.com/patent/US20150112916A1/en,https://patentimages.storage.googleapis.com/c4/cf/63/12993386303fee/US20150112916A1-20150423-D00000.png
US-2015088490-A1,System and method for context based knowledge retrieval ,"Interactive Intelligence, Inc.",Joseph A. Behymer,2013-09-26,2013-09-26,2015-03-26,,https://patents.google.com/patent/US20150088490A1/en,https://patentimages.storage.googleapis.com/14/1a/7a/310734edc3af50/US20150088490A1-20150326-D00000.png
US-11302421-B2,Data storage using peptides ,The Hong Kong Polytechnic University,"Zhongping YAO, Cheuk Chi Albert NG, Haidi YIN",2018-04-13,2020-10-12,2022-04-12,2022-04-12,https://patents.google.com/patent/US11302421B2/en,https://patentimages.storage.googleapis.com/8f/a9/ef/409c050ffdf48f/US11302421-20220412-D00000.png
EP-1912164-A3,Content enhancement system and method and applications thereof ,Unbounded Access Ltd.,Lisa Seeman,2006-10-15,2007-10-15,2008-12-03,,https://patents.google.com/patent/EP1912164A3/en,
CN-106228020-A,A kind of clinical data support system of respiratory tract disease ,广州天健软件有限公司,舒展羽,2016-07-29,2016-07-29,2016-12-14,,https://patents.google.com/patent/CN106228020A/en,
US-2015262065-A1,Auxiliary Analysis System Using Expert Information and Method Thereof ,"kiddeveloping Co.,Ltd.",Yu Ying Yang,2014-05-30,2015-05-30,2015-09-17,,https://patents.google.com/patent/US20150262065A1/en,https://patentimages.storage.googleapis.com/3f/8e/eb/bb7520f27fe7d2/US20150262065A1-20150917-D00000.png
CN-108763565-B,Deep learning-based data automatic association matching construction method ,广东京信软件科技有限公司,"王济平, 黎刚, 周健雄, 汤克云",2018-06-04,2018-06-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN108763565B/en,https://patentimages.storage.googleapis.com/4f/43/5d/d453428de0132c/HDA0001683694460000011.png
CN-108876116-B,Manufacturing effect knowledge recommendation method oriented to manufacturing technology optimization ,西北工业大学,耿俊浩,2018-05-30,2018-05-30,2021-08-24,2021-08-24,https://patents.google.com/patent/CN108876116B/en,https://patentimages.storage.googleapis.com/c3/95/5b/ab97504c7201e5/HDA0001678668990000011.png
US-2016344597-A1,Effectively operating and adjusting an infrastructure for supporting distributed applications ,"Microsoft Technology Licensing, Llc","Ming Zhang, Hongqiang Liu, Jitendra D. Padhye, Ratul Mahajan, Srinivasa Aditya Akella, Raajay Viswanathan, Matthew J. Calder",2015-05-22,2015-05-22,2016-11-24,,https://patents.google.com/patent/US20160344597A1/en,https://patentimages.storage.googleapis.com/4a/04/e1/725f986bf3e493/US20160344597A1-20161124-D00000.png
US-11557398-B2,Delivering a chemical compound based on a measure of trust dynamics ,International Business Machines Corporation,"James R. Kozloski, Anup Kalia, Jeffrey L. Rogers, Sara Berger",2018-05-22,2018-05-22,2023-01-17,2023-01-17,https://patents.google.com/patent/US11557398B2/en,https://patentimages.storage.googleapis.com/a6/03/aa/3a8ad0f1df71bc/US11557398-20230117-D00001.png
WO-2021055964-A1,System and method for crowd-sourced refinement of natural phenomenon for risk management and contract validation ,"Qomplx, Inc.","Jason Crabtree, Andrew Sellers",2019-09-19,2020-09-21,2021-03-25,,https://patents.google.com/patent/WO2021055964A1/en,
US-11515038-B2,Generating and evaluating dynamic plans utilizing knowledge graphs ,International Business Machines Corporation,"Richard J. Stevens, Fernando Jose Suarez Saiz",2018-12-07,2018-12-07,2022-11-29,2022-11-29,https://patents.google.com/patent/US11515038B2/en,https://patentimages.storage.googleapis.com/73/71/0f/1c7f3dd0645174/US11515038-20221129-D00000.png
CN-106202420-A,A kind of method for building up of outcrop knowledge base ,中国石油大学(华东),"董春梅, 于申, 张强, 张宪国, 任丽华, 栾国强, 鞠鹏程",2016-07-12,2016-07-12,2016-12-07,,https://patents.google.com/patent/CN106202420A/en,
US-11521081-B2,Method for the computer aided creation of digital rules for monitoring the technical system ,Siemens Energy Global GmbH & Co. KG,"Sebastian-Philipp Brandt, Gulnar Mehdi, Mikhail Roshchin, Thomas Runkler",2017-05-18,2018-05-08,2022-12-06,2022-12-06,https://patents.google.com/patent/US11521081B2/en,https://patentimages.storage.googleapis.com/a2/2a/5c/b7b1b6a4ea7c03/US11521081-20221206-D00000.png
US-10853392-B2,Computer architecture for offline node remapping in a cloud-based correlithm object processing system ,Bank Of America Corporation,Patrick N. Lawrence,2018-04-30,2018-04-30,2020-12-01,2020-12-01,https://patents.google.com/patent/US10853392B2/en,https://patentimages.storage.googleapis.com/da/41/70/734df1816bcf2d/US10853392-20201201-D00000.png
US-11657297-B2,Computer architecture for communications in a cloud-based correlithm object processing system ,Bank Of America Corporation,Patrick N. Lawrence,2018-04-30,2018-04-30,2023-05-23,2023-05-23,https://patents.google.com/patent/US11657297B2/en,https://patentimages.storage.googleapis.com/ea/c2/8d/e211f3085e0646/US11657297-20230523-D00000.png
US-10909155-B2,Information processing apparatus ,"Fuji Xerox Co., Ltd.","Motoki TANIGUCHI, Tomoko OKUMA, Tomoki Taniguchi, Shotaro Misawa",2017-09-26,2018-04-26,2021-02-02,2021-02-02,https://patents.google.com/patent/US10909155B2/en,https://patentimages.storage.googleapis.com/16/87/e8/665960513ac352/US10909155-20210202-D00000.png
US-10572926-B1,Using artificial intelligence to efficiently identify significant items in a database ,"Amazon Technologies, Inc.",Jeffrey Matthew Bilger,2013-01-31,2016-04-20,2020-02-25,2020-02-25,https://patents.google.com/patent/US10572926B1/en,https://patentimages.storage.googleapis.com/3e/ae/f0/f5c0296aa9fce5/US10572926-20200225-D00000.png
ES-2311375-A1,Event-driven system for programming a mobile device ,"Vodafone España, S.A.","Guillermo Caudevilla Laliena, Jose Manuel Cristobal Cristobal, Oscar Gutierrez Isiegas, Luis Sanclemente Abos",2006-10-06,2006-10-06,2009-02-01,,https://patents.google.com/patent/ES2311375A1/en,
US-2020387805-A1,Predictive data analysis with probabilistic updates ,Optum Services (Ireland) Limited,"Michael J. McCarthy, Kieran O'Donoghue, Harutyun Shahumyan, Neill Michael Byrne, David Lewis Frankenfield, Mohammad KARZAND",2019-06-05,2019-06-05,2020-12-10,,https://patents.google.com/patent/US20200387805A1/en,https://patentimages.storage.googleapis.com/c0/f2/3a/f598c6421453c6/US20200387805A1-20201210-D00000.png
US-11429725-B1,Automated security risk assessment systems and methods ,"Citicorp Credit Services, Inc. (Usa)",Ganesh Banerjee,2018-04-26,2018-04-26,2022-08-30,2022-08-30,https://patents.google.com/patent/US11429725B1/en,https://patentimages.storage.googleapis.com/84/d4/de/54d1294c552f67/US11429725-20220830-D00000.png
WO-2022099115-A1,System and method for machine learning assisted security analysis of 5g network connected systems ,The Trustees Of Princeton University,"Jacob Brown, Tanujay SAHA, Niraj K. Jha, Najwa Aaraj",2020-11-09,2021-11-08,2022-05-12,,https://patents.google.com/patent/WO2022099115A1/en,
CN-107168967-A,The acquisition methods and device of object knowledge point ,阿里巴巴集团控股有限公司,"张云, 魏洪平, 阮征",2016-03-07,2016-03-07,2017-09-15,,https://patents.google.com/patent/CN107168967A/en,
JP-6828834-B2,"Logical operation device, logical calculation method, and program ",日本電気株式会社,"佑樹 林, 佑樹 林, 鈴木　順, 順 鈴木",2017-12-27,2018-12-18,2021-02-10,2021-02-10,https://patents.google.com/patent/JP6828834B2/en,https://patentimages.storage.googleapis.com/d8/ad/f4/44d97ea474a4e6/0006828834-2.png
US-2018060741-A1,"Medium storing data conversion program, data conversion device, and data conversion method ",Fujitsu Limited,Takafumi Sakai,2016-08-24,2017-06-06,2018-03-01,,https://patents.google.com/patent/US20180060741A1/en,https://patentimages.storage.googleapis.com/50/31/c8/2405a6bebb2cf1/US20180060741A1-20180301-D00000.png
WO-2006114299-A2,Graphic rule editor ,Ontoprise Gmbh,"Jürgen ANGELE, Michael Erdmann, Thomas Schweitzer",2005-04-28,2006-04-26,2006-11-02,,https://patents.google.com/patent/WO2006114299A2/en,
US-2014324754-A1,System and method for identifying and condensing similar and/or analogous information requests and/or responses ,"Nuesoft Technologies, Inc.","Massoud Alibakhsh, Shahram Famorzadeh",2013-04-30,2013-04-30,2014-10-30,,https://patents.google.com/patent/US20140324754A1/en,https://patentimages.storage.googleapis.com/8a/81/4d/0d8d5e4e328184/US20140324754A1-20141030-D00000.png
US-2017351955-A1,Intermodal demand estimation to transit entry monitoring ,Cubic Corporation,Graham Paul Fletcher,2016-06-07,2017-06-06,2017-12-07,,https://patents.google.com/patent/US20170351955A1/en,https://patentimages.storage.googleapis.com/de/39/ef/71c3d9bec88c8b/US20170351955A1-20171207-D00000.png
US-2022114457-A1,Quantization of tree-based machine learning models ,"Qeexo, Co.","Leslie J. Schradin, III, Qifan HE",2020-10-12,2021-10-11,2022-04-14,,https://patents.google.com/patent/US20220114457A1/en,https://patentimages.storage.googleapis.com/c5/b3/7d/4134d75983784f/US20220114457A1-20220414-D00000.png
US-2023186113-A1,Machine learning-based future innovation prediction method and system therefor ,Korea Advanced Institute Of Science And Technology,"Wonjoon Kim, JongHwan SUH",2020-03-03,2021-01-18,2023-06-15,,https://patents.google.com/patent/US20230186113A1/en,https://patentimages.storage.googleapis.com/b1/25/8b/947d4046c71f3d/US20230186113A1-20230615-D00000.png
JP-6274007-B2,"Rule generation program, information processing apparatus, and rule generation method ",富士通株式会社,"中川　博司, 博司 中川",2014-05-16,2014-05-16,2018-02-07,2018-02-07,https://patents.google.com/patent/JP6274007B2/en,https://patentimages.storage.googleapis.com/12/96/56/19a2357080eb82/0006274007-2.png
US-2014324753-A1,Method and system that provides efficient index-based retrieval of rules ,"The Research Foundation for the State University of New York, Vulcan, Inc.","Benjamin Nathan Grosof, Michael Kifer",2013-04-29,2013-04-29,2014-10-30,,https://patents.google.com/patent/US20140324753A1/en,https://patentimages.storage.googleapis.com/ea/7c/54/e7cfdaf5e56379/US20140324753A1-20141030-D00000.png
EP-2879081-A1,"Rule management device, rule management method, and program ",Nec Corporation,Tomohito Ando,2012-07-24,2013-04-10,2015-06-03,,https://patents.google.com/patent/EP2879081A1/en,https://patentimages.storage.googleapis.com/d3/3f/9b/742f814fb3880e/imgf0001.png
CN-105866042-B,Based on pixel index unbiased esti-mator method biology index of quality spatial distribution detection method ,南京林业大学,"汪希伟, 赵茂程, 闫姗, 姜奕雯, 居荣华",2016-04-27,2016-04-27,2018-06-01,2018-06-01,https://patents.google.com/patent/CN105866042B/en,
CA-2625393-A1,Production rule system and method ,"Harris Corporation, Tao Lui",Tao Lui,2007-03-16,2008-03-12,2008-09-16,,https://patents.google.com/patent/CA2625393A1/en,
US-2015170035-A1,Real time personalization and categorization of entities ,Google Inc.,"Sarvjeet Singh, John Roberts Anderson, Ryan Michael Rifkin",2013-12-04,2013-12-04,2015-06-18,,https://patents.google.com/patent/US20150170035A1/en,https://patentimages.storage.googleapis.com/2b/ec/22/5fe781e90d3054/US20150170035A1-20150618-D00000.png
CN-106127307-A,A kind of control method of campus based on energy consumption strategy intelligent power equipment ,复旦大学,"卢暾, 汪付申, 丁向华, 顾宁",2016-07-01,2016-07-01,2016-11-16,,https://patents.google.com/patent/CN106127307A/en,
US-2020394551-A1,Automatic determination of suitable hyper-local data sources and features for modeling ,International Business Machines Corporation,"Rajendra Rao, Rajesh Phillips, Manisha Sharma Kohli, Puneet Sharma, Vijay Ekambaram",2019-06-11,2019-06-11,2020-12-17,,https://patents.google.com/patent/US20200394551A1/en,https://patentimages.storage.googleapis.com/47/d4/02/fa091e47596bde/US20200394551A1-20201217-D00000.png
US-2017011141-A1,"User-friendly system of sequencing using combined limited temporal logical and numerical constraints, also extendable to probabilistic constraints, for complex sequencing optimization of time intervals over time period, also applicable to general modeling and catastrophic even modeling ",Olivier Dehousse,Olivier Dehousse,2015-07-10,2015-07-10,2017-01-12,,https://patents.google.com/patent/US20170011141A1/en,
US-11748634-B1,Systems and methods for integration of machine learning components within a pipelined search query to generate a graphic visualization ,Splunk Inc.,"Chinmay Madhav Kulkarni, Lin Ma, Amir Malekpour, Mohan Rajagopalan, John C. Reed, Ram Sriharsha",2020-10-19,2020-10-19,2023-09-05,2023-09-05,https://patents.google.com/patent/US11748634B1/en,https://patentimages.storage.googleapis.com/9d/4f/a1/45417131972a3d/US11748634-20230905-D00000.png
US-11526541-B1,Method for collaborative knowledge base development ,"Live Circle, Inc.","Charles Chadwick, Samuel Brotherton",2019-10-17,2020-10-19,2022-12-13,2022-12-13,https://patents.google.com/patent/US11526541B1/en,https://patentimages.storage.googleapis.com/4b/06/ae/d41017561443e1/US11526541-20221213-D00000.png
US-11610075-B2,Hierarchical rule clustering ,Hewlett Packard Enterprise Development Lp,"David Subiros Perez, Luis Miguel Vaquero Gonzalez",2016-04-29,2016-04-29,2023-03-21,2023-03-21,https://patents.google.com/patent/US11610075B2/en,https://patentimages.storage.googleapis.com/5d/d8/d6/074c03eb81d71f/US11610075-20230321-D00000.png
WO-2008099143-A2,"Method, computer apparatus and computer program for identifying unusual combinations of values in data ",Future Route Limited,Rupet Parson,2007-02-13,2008-02-07,2008-08-21,,https://patents.google.com/patent/WO2008099143A2/en,
US-2004254930-A1,Construction and selection of a finite mixture model for use in clustering and vector quantization ,Chiranjit Acharya,Chiranjit Acharya,2003-04-16,2004-04-16,2004-12-16,,https://patents.google.com/patent/US20040254930A1/en,https://patentimages.storage.googleapis.com/b9/fc/7b/8483b0225deb52/US20040254930A1-20041216-D00000.png
US-2021294659-A1,System for data analytics using a local device and a cloud computing platform ,Siemens Aktiengesellschaft,Amit Verma,2018-06-21,2019-06-12,2021-09-23,,https://patents.google.com/patent/US20210294659A1/en,https://patentimages.storage.googleapis.com/7c/5a/5f/df2c715f37c0ed/US20210294659A1-20210923-D00000.png
DE-102018206326-B4,Method for expanding a database of a Bayesian network ,Zf Friedrichshafen Ag,"Mehrdad Salari Khaniki, Julian King",2018-04-24,2018-04-24,2020-01-09,2020-01-09,https://patents.google.com/patent/DE102018206326B4/en,https://patentimages.storage.googleapis.com/42/d4/f9/1db5cebc57c36c/DE102018206326B4_0001.png
US-11210294-B2,"Method, implemented by computer, for searching for rules of association in a database ",Quantics Technologies,Stéphane Martinetti,2017-05-09,2018-04-17,2021-12-28,2021-12-28,https://patents.google.com/patent/US11210294B2/en,https://patentimages.storage.googleapis.com/21/9e/fd/77e562c2fa9f27/US11210294-20211228-D00000.png
US-11113340-B2,Data generation and certification ,"Jpmorgan Chase Bank, N.A.","Kristin MUZIK, Pallavi MATE, Gayatri KHAMBADKONE",2018-12-21,2018-12-21,2021-09-07,2021-09-07,https://patents.google.com/patent/US11113340B2/en,https://patentimages.storage.googleapis.com/18/89/62/4cc903b72eff74/US11113340-20210907-D00000.png
US-2016307100-A1,Systems and methods for intelligent alert filters ,General Electric Company,"Jennifer Ruth Cooper, Benjamin James Sykes",2015-04-20,2015-04-20,2016-10-20,,https://patents.google.com/patent/US20160307100A1/en,https://patentimages.storage.googleapis.com/17/e6/ca/84356aa981e2e4/US20160307100A1-20161020-D00000.png
US-10284622-B2,Identifying and publishing company milestones in response to events generated from a social networking service ,"Microsoft Technology Licensing, Llc","James Margatan, Aviad Pinkovezky, Arthur Switalski",2016-04-29,2016-04-29,2019-05-07,2019-05-07,https://patents.google.com/patent/US10284622B2/en,https://patentimages.storage.googleapis.com/01/c5/48/ccafcd59bfd2ba/US10284622-20190507-D00000.png
US-2019385748-A1,System and method for creating a digital virtual sponsor ,"Addiction Resource Systems, Inc.",Hayes THOMAS,2018-06-14,2019-06-14,2019-12-19,,https://patents.google.com/patent/US20190385748A1/en,https://patentimages.storage.googleapis.com/50/8c/99/cf52be5dbc78a2/US20190385748A1-20191219-D00000.png
US-11195620-B2,Progress evaluation of a diagnosis process ,International Business Machines Corporation,"Jian Wang, Yi Peng Yu, Shao Chun Li, Ya Bin Dang, Hao Chen",2019-01-04,2019-01-04,2021-12-07,2021-12-07,https://patents.google.com/patent/US11195620B2/en,https://patentimages.storage.googleapis.com/b1/9c/f6/56acbb60f7982f/US11195620-20211207-D00000.png
CN-114819152-A,Graph embedding expert entity alignment method based on reinforcement learning enhancement ,浙江大学,"邵健, 胡单春, 鲁伟明, 庄越挺, 宗畅",2022-01-19,2022-01-19,2022-07-29,,https://patents.google.com/patent/CN114819152A/en,https://patentimages.storage.googleapis.com/9b/e6/9f/f3d601955325cd/HDA0003478018750000011.png
US-11687725-B2,Computer-implemented method and device for processing data ,Robert Bosch Gmbh,"Heike Adel-Vu, Jannik Stroetgen, Lukas Lange",2019-10-29,2020-10-21,2023-06-27,2023-06-27,https://patents.google.com/patent/US11687725B2/en,https://patentimages.storage.googleapis.com/8a/3c/b5/bc9a001ef74e4e/US11687725-20230627-D00000.png
CN-112766506-A,Knowledge base construction method based on architecture ,澜途集思生态科技集团有限公司,"任南琪, 王爱杰, 王旭, 路璐, 冯骁驰",2021-01-19,2021-01-19,2021-05-07,,https://patents.google.com/patent/CN112766506A/en,https://patentimages.storage.googleapis.com/7b/36/61/45957ff4d84cfb/HDA0002905513470000011.png
US-11062244-B2,Seating space optimization in a grouped seating environment ,International Business Machines Corporation,"Adi I. Botea, Beat Buesser, Akihiro Kishimoto, Seshu TIRUPATHI",2018-04-10,2018-04-10,2021-07-13,2021-07-13,https://patents.google.com/patent/US11062244B2/en,https://patentimages.storage.googleapis.com/02/06/29/a21c45745465e7/US11062244-20210713-D00000.png
US-11507593-B2,System and method for generating queryeable structured document from an unstructured document using machine learning ,"International Institute Of Information Technology, Hyderabad","Manish Shrivastava, Vishnu Ramesh",2019-10-22,2020-10-22,2022-11-22,2022-11-22,https://patents.google.com/patent/US11507593B2/en,https://patentimages.storage.googleapis.com/2a/c5/d4/843b35fc58cbb6/US11507593-20221122-D00000.png
