id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11106974-B2,Pre-training of neural network by parameter decomposition ,International Business Machines Corporation,"Takashi Fukuda, Osamu Ichikawa",2017-07-05,2017-07-05,2021-08-31,2021-08-31,https://patents.google.com/patent/US11106974B2/en,https://patentimages.storage.googleapis.com/d4/3e/4e/2723c2b71cd1b8/US11106974-20210831-D00000.png
US-9349100-B2,Method for providing a prompt for real-time cognitive assistance ,International Business Machines Corporation,"James R. Kozloski, Clifford A. Pickover, Irina Rish",2012-08-30,2012-08-30,2016-05-24,2016-05-24,https://patents.google.com/patent/US9349100B2/en,https://patentimages.storage.googleapis.com/27/21/3e/21b41581a7d9e7/US09349100-20160524-D00000.png
US-11567490-B2,Predictive diagnostics system with fault detector for preventative maintenance of connected equipment ,Johnson Controls Tyco IP Holdings LLP,"Sumant S. Khalate, Tushar Shripad Joshi, Dishant Mittal",2017-06-23,2021-04-05,2023-01-31,2023-01-31,https://patents.google.com/patent/US11567490B2/en,https://patentimages.storage.googleapis.com/83/36/3e/47e8c3170908d0/US11567490-20230131-D00000.png
US-11496498-B2,Statistical analysis of network behavior using event vectors to identify behavioral anomalies using a composite score ,Webroot Inc.,"William Wright, George D. Kellerman",2015-11-20,2021-04-02,2022-11-08,2022-11-08,https://patents.google.com/patent/US11496498B2/en,https://patentimages.storage.googleapis.com/5e/72/04/5f34c67ade4566/US11496498-20221108-D00000.png
US-11659050-B2,Discovering signature of electronic social networks ,"Airbnb, Inc.","Dinesh Garg, Ramasuri Narayanam",2012-11-20,2021-06-28,2023-05-23,2023-05-23,https://patents.google.com/patent/US11659050B2/en,https://patentimages.storage.googleapis.com/ba/5e/39/a6101493406b21/US11659050-20230523-D00000.png
US-11321943-B2,Crop type classification in images ,X Development Llc,"Cheng-en Guo, Jie Yang, Elliott Grant",2018-01-23,2021-01-29,2022-05-03,2022-05-03,https://patents.google.com/patent/US11321943B2/en,https://patentimages.storage.googleapis.com/b4/2f/0c/c4aedae13a1d3a/US11321943-20220503-D00000.png
US-11335200-B2,Method and system for providing artificial intelligence analytic (AIA) services using operator fingerprints and cloud data ,Xevo Inc.,"Richard Chia Tsing Tong, Robert Victor Welland, John Hayes Ludwig, John Palmer Cordell, Samuel James McKelvie",2016-12-22,2021-02-02,2022-05-17,2022-05-17,https://patents.google.com/patent/US11335200B2/en,https://patentimages.storage.googleapis.com/90/d8/57/b92c7f110aae25/US11335200-20220517-D00000.png
US-11568035-B2,Deep neural network for iris identification ,"Magic Leap, Inc.","Alexey SPIZHEVOY, Adrian Kaehler, Gary Bradski",2016-07-14,2020-12-21,2023-01-31,2023-01-31,https://patents.google.com/patent/US11568035B2/en,https://patentimages.storage.googleapis.com/86/c4/9e/6cb079e09f3fd5/US11568035-20230131-D00000.png
US-11556856-B2,Cloud assisted machine learning ,Intel Corporation,Yen Hsiang Chew,2017-03-30,2020-12-24,2023-01-17,2023-01-17,https://patents.google.com/patent/US11556856B2/en,https://patentimages.storage.googleapis.com/11/cd/22/40f8f4cbced67b/US11556856-20230117-D00000.png
US-11288588-B2,Constructing and programming quantum hardware for robust quantum annealing processes ,Google Llc,"Masoud MOHSENI, Hartmut Neven",2014-01-06,2020-12-08,2022-03-29,2022-03-29,https://patents.google.com/patent/US11288588B2/en,https://patentimages.storage.googleapis.com/d0/c2/2a/a065e5f4aef1fb/US11288588-20220329-D00000.png
US-11574470-B2,Suggested actions for images ,Google Llc,"Juan Carlos ANORGA, David Lieb, Madhur Khandelwal, Evan Millar, Timothy NOVIKOFF, Mugdha Kulkarni, Leslie Ikemoto, Jorge Verdu, Jingyu Cui, Sharadh Ramaswamy, Raja Ratna Murthy Ayyagari, Marc Cannon, Alexander Roe, Shaun Tungseth, Songbo Jin, Matthew Bridges, Ruirui Jiang, Jeremy Selier, Austin Suszek, Gang Song",2017-05-16,2020-12-02,2023-02-07,2023-02-07,https://patents.google.com/patent/US11574470B2/en,https://patentimages.storage.googleapis.com/7a/32/a3/4ca34c0ffe7551/US11574470-20230207-D00000.png
US-11386259-B2,Removing personal information from text using multiple levels of redaction ,"Asapp, Inc.","Frederick William Poe Heckel, Shawn Henry",2018-04-27,2020-11-20,2022-07-12,2022-07-12,https://patents.google.com/patent/US11386259B2/en,https://patentimages.storage.googleapis.com/b5/d5/95/bbc594491f2521/US11386259-20220712-D00000.png
US-11561551-B2,Prioritized constraints for a navigational system ,Mobileye Vision Technologies Ltd.,"Shai Shalev-Shwartz, Amnon Shashua, Shaked SHAMMAH",2016-01-05,2020-10-20,2023-01-24,2023-01-24,https://patents.google.com/patent/US11561551B2/en,https://patentimages.storage.googleapis.com/01/ad/04/2292c558d4bd9b/US11561551-20230124-D00000.png
US-11621865-B2,Systems and methods for automated platform-based algorithm monitoring ,"Pearson Education, Inc.","Stephen Carroll, David Lovejoy, Simcha Knif, Gennadiy Kukartsev",2017-07-21,2021-01-29,2023-04-04,2023-04-04,https://patents.google.com/patent/US11621865B2/en,https://patentimages.storage.googleapis.com/3b/c8/83/683545f678d8ee/US11621865-20230404-D00000.png
US-11375338-B2,Method for smartphone-based accident detection ,"Zendrive, Inc.","Jayanta Pal, Bipul Islam, Romit Roy Choudhury, Pankaj Risbood, Jonathan Matus, Vishal Verma",2015-08-20,2020-10-15,2022-06-28,2022-06-28,https://patents.google.com/patent/US11375338B2/en,https://patentimages.storage.googleapis.com/8f/5f/fb/3b3e0624d29943/US11375338-20220628-D00000.png
US-11645571-B2,Scheduling in a dataset management system ,Allegro Artificial Intelligence Ltd,Moshe Guttmann,2017-07-31,2020-10-12,2023-05-09,2023-05-09,https://patents.google.com/patent/US11645571B2/en,https://patentimages.storage.googleapis.com/06/ed/1b/0f350db5461945/US11645571-20230509-D00000.png
US-11369880-B2,Dynamic difficulty adjustment ,Electronic Arts Inc.,"Navid Aghdaie, John Kolen, Mohamed Marwan Mattar, Mohsen Sardari, Su Xue, Kazi Atif-Uz Zaman, Kenneth Alan Moss",2016-03-08,2020-10-06,2022-06-28,2022-06-28,https://patents.google.com/patent/US11369880B2/en,https://patentimages.storage.googleapis.com/f7/e9/79/88da92c3f8ee1d/US11369880-20220628-D00000.png
US-11462007-B2,System for simplified generation of systems for broad area geospatial object detection ,"Digitalglobe, Inc.","Adam Estrada, Kevin Green, Andrew Jenkins",2015-08-26,2020-10-13,2022-10-04,2022-10-04,https://patents.google.com/patent/US11462007B2/en,https://patentimages.storage.googleapis.com/17/0a/3d/9770bb70a21e05/US11462007-20221004-D00000.png
US-11334407-B2,"Abnormality detection system, abnormality detection method, abnormality detection program, and method for generating learned model ","Preferred Networks, Inc.","Daisuke Okanohara, Kenta OONO",2015-12-01,2020-09-30,2022-05-17,2022-05-17,https://patents.google.com/patent/US11334407B2/en,https://patentimages.storage.googleapis.com/de/1b/84/784e478ade3e26/US11334407-20220517-D00000.png
US-11544380-B2,Methods and apparatus for detecting whether a string of characters represents malicious activity using machine learning ,"Invincea, Inc.",Joshua Daniel Saxe,2016-06-22,2020-12-17,2023-01-03,2023-01-03,https://patents.google.com/patent/US11544380B2/en,https://patentimages.storage.googleapis.com/f7/82/c6/801208d2368f54/US11544380-20230103-D00000.png
US-10963791-B2,Optimizing neural networks for risk assessment ,Equifax Inc.,"Matthew Turner, Michael McBurnett",2015-03-27,2020-09-11,2021-03-30,2021-03-30,https://patents.google.com/patent/US10963791B2/en,https://patentimages.storage.googleapis.com/47/a2/f5/730a3ffc607558/US10963791-20210330-D00000.png
US-11403526-B2,Decision making for autonomous vehicle motion control ,Apple Inc.,"Joshua D. Redding, Luke B. Johnson, Martin Levihn, Nicolas F. Meuleau, Sebastian Brechtel",2016-09-23,2020-09-04,2022-08-02,2022-08-02,https://patents.google.com/patent/US11403526B2/en,https://patentimages.storage.googleapis.com/50/12/9e/82a832e93af805/US11403526-20220802-D00000.png
US-11443148-B2,Multiple stage image based object detection and recognition ,"Uatc, Llc","Carlos Vallespi-Gonzalez, Joseph Lawrence Amato, George Totolos, Jr.",2017-12-05,2020-08-31,2022-09-13,2022-09-13,https://patents.google.com/patent/US11443148B2/en,https://patentimages.storage.googleapis.com/af/ec/b3/91ee0208f52b71/US11443148-20220913-D00000.png
US-11445660-B2,Method for recommending seeding rate for corn seed using seed type and sowing row width ,Climate Llc,"Lijuan Xu, Sanjay Lamsal",2015-10-16,2020-10-28,2022-09-20,2022-09-20,https://patents.google.com/patent/US11445660B2/en,https://patentimages.storage.googleapis.com/db/32/5f/57736cf3d38cbd/US11445660-20220920-D00000.png
US-11481790-B2,Customer experience artificial intelligence management engine ,Cerebri AI Inc.,"Jean Belanger, Michael L. Roberts, Gabriel M. Silberman, Karen Bennet",2016-05-16,2020-08-24,2022-10-25,2022-10-25,https://patents.google.com/patent/US11481790B2/en,https://patentimages.storage.googleapis.com/4e/32/17/5283a1f4158613/US11481790-20221025-D00000.png
US-11410770-B2,Medical scan diagnosing system ,"Enlitic, Inc.","Devon Bernard, Kevin Lyman, Li Yao, Alan Liu",2017-05-25,2020-08-20,2022-08-09,2022-08-09,https://patents.google.com/patent/US11410770B2/en,https://patentimages.storage.googleapis.com/25/21/8c/da42b5e092fabc/US11410770-20220809-D00000.png
US-11013425-B2,Systems and methods for analyzing and processing digital images to estimate vessel characteristics ,"Heartflow, Inc.","Timothy A. Fonte, Gilwoo Choi, Leo Grady, Michael Singer",2012-09-12,2020-07-31,2021-05-25,2021-05-25,https://patents.google.com/patent/US11013425B2/en,https://patentimages.storage.googleapis.com/0f/38/b0/b69ab818459e8c/US11013425-20210525-D00000.png
US-11538539-B2,Method and system involving degradation of non-volatile memory based on write commands and drive-writes ,"Western Digital Technologies, Inc.","Jay Sarkar, Cory PETERSON, Amir SANAYEI, Vidyabhushan Mohan, Yao Zhang",2017-10-06,2020-07-14,2022-12-27,2022-12-27,https://patents.google.com/patent/US11538539B2/en,https://patentimages.storage.googleapis.com/d1/d6/cd/dcd51bd684c90b/US11538539-20221227-D00000.png
US-11120266-B2,Augmented reality display device with deep learning sensors ,"Magic Leap, Inc.","Andrew Rabinovich, Tomasz Jan Malisiewicz, Daniel DeTone",2016-08-22,2020-06-30,2021-09-14,2021-09-14,https://patents.google.com/patent/US11120266B2/en,https://patentimages.storage.googleapis.com/70/fe/72/3584c3bf549f6b/US11120266-20210914-D00000.png
US-11023751-B2,Systems and methods for safe route determination ,"Nauto, Inc.","Stefan Heck, Suchitra Sathyanarayana, Charles Hornbaker",2016-09-14,2020-07-01,2021-06-01,2021-06-01,https://patents.google.com/patent/US11023751B2/en,https://patentimages.storage.googleapis.com/82/d3/3e/88bf3e671a531b/US11023751-20210601-D00000.png
US-11310254-B2,Network anomaly detection ,Palantir Technologies Inc.,"Maxim Kesin, Samuel Jones",2015-06-26,2020-06-25,2022-04-19,2022-04-19,https://patents.google.com/patent/US11310254B2/en,https://patentimages.storage.googleapis.com/f1/a5/4b/0ec81909292271/US11310254-20220419-D00000.png
US-11526507-B2,Neural network based translation of natural language queries to database queries ,"Salesforce, Inc.","Victor ZHONG, Caiming Xiong, Richard Socher",2017-05-18,2020-06-05,2022-12-13,2022-12-13,https://patents.google.com/patent/US11526507B2/en,https://patentimages.storage.googleapis.com/1f/4e/0f/465f9834109006/US11526507-20221213-D00000.png
US-11165741-B2,Introducing a new message source into an electronic message delivery environment ,"Hubspot, Inc.","Michael O'Brien, Michael Axiak",2017-01-30,2020-04-16,2021-11-02,2021-11-02,https://patents.google.com/patent/US11165741B2/en,https://patentimages.storage.googleapis.com/3b/65/75/70b23a76f157d3/US11165741-20211102-D00000.png
US-11119414-B2,Yield estimation and control ,Asml Netherlands B.V.,"Scott Anderson Middlebrooks, Willem Maria Julia Marcel Coene, Frank Arnoldus Johannes Maria DRIESSEN, Adrianus Cornelis Matheus Koopman, Markus Gerardus Martinus Maria Van Kraaij",2013-12-17,2020-04-17,2021-09-14,2021-09-14,https://patents.google.com/patent/US11119414B2/en,https://patentimages.storage.googleapis.com/b9/68/5c/eed98a1dfbd623/US11119414-20210914-D00000.png
US-11423337-B2,Training distilled machine learning models ,Google Llc,"Oriol Vinyals, Jeffrey Adgate Dean, Geoffrey E. Hinton",2014-06-06,2020-04-07,2022-08-23,2022-08-23,https://patents.google.com/patent/US11423337B2/en,https://patentimages.storage.googleapis.com/e4/e2/92/af7a2dc1c97c32/US11423337-20220823-D00000.png
US-11185231-B2,Intelligent multi-scale medical image landmark detection ,Siemens Healthcare Gmbh,"Bogdan Georgescu, Florin Cristian Ghesu, Yefeng Zheng, Dominik Neumann, Tommaso Mansi, Dorin Comaniciu, Wen Liu, Shaohua Kevin Zhou",2015-09-16,2020-03-25,2021-11-30,2021-11-30,https://patents.google.com/patent/US11185231B2/en,https://patentimages.storage.googleapis.com/4d/45/b1/bee7520886635a/US11185231-20211130-D00000.png
US-11436429-B2,Artificial intelligence-based sequencing ,"Illumina, Inc.","Kishore JAGANATHAN, Anindita DUTTA, Dorna KASHEFHAGHIGHI, John Randall GOBBEL, Amirali KIA",2019-03-21,2020-03-21,2022-09-06,2022-09-06,https://patents.google.com/patent/US11436429B2/en,https://patentimages.storage.googleapis.com/87/db/07/2662339821ecb5/US11436429-20220906-D00000.png
US-11055847-B2,Adversarial and dual inverse deep learning networks for medical image analysis ,Siemens Healthcare Gmbh,"Shaohua Kevin Zhou, Mingqing Chen, Daguang Xu, Zhoubing XU, Dong Yang",2017-02-09,2020-03-18,2021-07-06,2021-07-06,https://patents.google.com/patent/US11055847B2/en,https://patentimages.storage.googleapis.com/c0/18/ac/9be506c70fd115/US11055847-20210706-D00000.png
US-11604951-B2,Image analysis and prediction based visual search ,Ebay Inc.,"Fan Yang, Ajinkya Gorakhnath Kale, Qiaosong Wang, Mohammadhadi Kiapour, Robinson Piramuthu",2016-10-16,2020-11-06,2023-03-14,2023-03-14,https://patents.google.com/patent/US11604951B2/en,https://patentimages.storage.googleapis.com/26/2a/b4/f8a537e9306197/US11604951-20230314-D00000.png
US-10885456-B2,Processing sensor logs ,Palantir Technologies Inc.,"Ezra Spiro, Andre Frederico Cavalheiro Menck, Peter Maag, Thomas Powell",2016-12-16,2020-04-20,2021-01-05,2021-01-05,https://patents.google.com/patent/US10885456B2/en,https://patentimages.storage.googleapis.com/cd/14/1d/530d2461eeebc0/US10885456-20210105-D00000.png
KR-102377882-B1,Blockchain-based commercial inventory systems and methods ,아메리코프 인베스트먼트스 엘엘씨,조던 시몬스,2018-03-06,2020-03-06,2022-03-23,2022-03-23,https://patents.google.com/patent/KR102377882B1/en,https://patentimages.storage.googleapis.com/14/a7/53/60e71d0d9be691/112021002369456-pat00001.png
US-11522882-B2,Detection of adversary lateral movement in multi-domain IIOT environments ,Accenture Global Solutions Limited,"Amin Hassanzadeh, Azzedine Benameur, Robin Lynn Burkett, Apoorv Krishak, Chien An Chen, Nahid Farhady Ghalaty",2017-11-09,2020-10-19,2022-12-06,2022-12-06,https://patents.google.com/patent/US11522882B2/en,https://patentimages.storage.googleapis.com/10/37/44/75cc78f1b3136b/US11522882-20221206-D00000.png
US-11600392-B2,Health data aggregation and outbreak modeling ,"The Broad Institute, Inc., President And Fellows Of Harvard College","Pardis Sabeti, Andres Colubri, Todd Brown",2019-07-23,2020-11-24,2023-03-07,2023-03-07,https://patents.google.com/patent/US11600392B2/en,https://patentimages.storage.googleapis.com/dc/5e/f5/34d59ed7b97c5f/US11600392-20230307-D00000.png
US-11373743-B2,System and method for providing patient-specific dosing as a function of mathematical models updated to account for an observed patient response ,Diane R. MOULD,Diane R. MOULD,2012-10-05,2021-10-14,2022-06-28,2022-06-28,https://patents.google.com/patent/US11373743B2/en,https://patentimages.storage.googleapis.com/cf/ed/88/015e85cf216cc5/US11373743-20220628-D00001.png
US-11063769-B2,Blockchain data protection based on generic account model and homomorphic encryption ,"Advanced New Technologies Co., Ltd.","Wenbin Zhang, Baoli Ma, Huanyu Ma",2018-12-21,2020-07-31,2021-07-13,2021-07-13,https://patents.google.com/patent/US11063769B2/en,https://patentimages.storage.googleapis.com/ba/a2/e9/639a5174a0fc0b/US11063769-20210713-D00000.png
US-11386324-B2,Recurrent neural network-based variant pathogenicity classifier ,"Illumina, Inc.","Hong Gao, Kai-How FARH, Laksshman SUNDARAM, Jeremy Francis McRAE",2017-10-16,2020-01-27,2022-07-12,2022-07-12,https://patents.google.com/patent/US11386324B2/en,https://patentimages.storage.googleapis.com/5e/7d/b5/8e1a0a3dbba911/US11386324-20220712-D00000.png
US-11640569-B2,Learning an entity's trust model and risk tolerance to calculate its risk-taking score ,Www.Trustscience.Com Inc.,Evan Chrapko,2016-03-24,2020-01-27,2023-05-02,2023-05-02,https://patents.google.com/patent/US11640569B2/en,https://patentimages.storage.googleapis.com/2b/da/19/1c90057ec86d3c/US11640569-20230502-D00000.png
US-10863927-B2,Identifying fall risk using machine learning algorithms ,Zibrio Inc.,"Katharine Forth, Erez Lieberman Aiden",2015-06-30,2020-01-24,2020-12-15,2020-12-15,https://patents.google.com/patent/US10863927B2/en,https://patentimages.storage.googleapis.com/ff/32/87/3425131eaf6006/US10863927-20201215-D00000.png
US-11341145-B2,Extrapolating trends in trust scores ,Www.Trustscience.Com Inc.,"Chris Trudel, Ashif Mawji",2016-02-29,2020-03-31,2022-05-24,2022-05-24,https://patents.google.com/patent/US11341145B2/en,https://patentimages.storage.googleapis.com/5e/ce/23/3e7e98b1335613/US11341145-20220524-D00000.png
US-11210554-B2,Artificial intelligence-based generation of sequencing metadata ,"Illumina, Inc.","Anindita DUTTA, Dorna KASHEFHAGHIGHI, Amirali KIA",2019-03-21,2020-03-20,2021-12-28,2021-12-28,https://patents.google.com/patent/US11210554B2/en,https://patentimages.storage.googleapis.com/c1/04/b6/73981969c0fba2/US11210554-20211228-D00000.png
US-11080459-B2,Computational wafer inspection ,Asml Netherlands B.V.,"Christophe David FOUQUET, Bernardo Kastrup, Arie Jeffrey Den Boef, Johannes Catharinus Hubertus Mulkens, James Benedict KAVANAGH, James Patrick Koonmen, Neal Patrick CALLAN",2014-06-10,2020-02-28,2021-08-03,2021-08-03,https://patents.google.com/patent/US11080459B2/en,https://patentimages.storage.googleapis.com/85/7a/35/97616f627119a7/US11080459-20210803-D00000.png
US-11321774-B2,Risk-based machine learning classifier ,"Pointpredictive, Inc.","Frank J. McKenna, Timothy J. Grace, Gregory Gancarz, Michael J. Kennedy",2018-01-30,2020-01-31,2022-05-03,2022-05-03,https://patents.google.com/patent/US11321774B2/en,https://patentimages.storage.googleapis.com/d1/fa/62/5e8499f69f2916/US11321774-20220503-D00000.png
US-11238066-B2,Generating personalized clusters of multimedia content elements based on user interests ,Cortica Ltd.,"Igal RAICHELGAUZ, Karina ODINAEV, Yehoshua Y. Zeevi",2005-10-26,2019-12-19,2022-02-01,2022-02-01,https://patents.google.com/patent/US11238066B2/en,https://patentimages.storage.googleapis.com/27/18/84/1e85c0bd614bc0/US11238066-20220201-D00000.png
US-10831163-B2,Syntax translation from first syntax to second syntax based on string analysis ,Johnson Controls Technology Company,Youngchoon Park,2012-08-27,2019-12-20,2020-11-10,2020-11-10,https://patents.google.com/patent/US10831163B2/en,https://patentimages.storage.googleapis.com/50/5b/f9/32021bc55f52f5/US10831163-20201110-D00000.png
US-11054913-B2,Hidden markov model-based gesture recognition with FMCW radar ,Texas Instruments Incorporated,"Gregory Jan Malysa, Murtaza Ali, Dan Wang, Lorin Paul Netsch",2016-06-17,2019-12-18,2021-07-06,2021-07-06,https://patents.google.com/patent/US11054913B2/en,https://patentimages.storage.googleapis.com/f9/19/5b/45e40c8889a3b5/US11054913-20210706-D00000.png
US-11262737-B2,Systems and methods for monitoring a vehicle steering system ,"Strong Force Iot Portfolio 2016, Llc","Charles Howard Cella, Gerald William Duffy, JR., Jeffrey P. McGuckin, Mehul Desai",2016-05-09,2019-12-06,2022-03-01,2022-03-01,https://patents.google.com/patent/US11262737B2/en,https://patentimages.storage.googleapis.com/6d/4b/9c/ddcd7dec53d870/US11262737-20220301-D00000.png
US-11037072-B2,Scalable complex event processing with probabilistic machine learning models to predict subsequent geolocations ,"Retailmenot, Inc.","David John Reese, Annette M. Taberner-Miller, Sankalp Acharya, Lipphei Adam",2015-05-05,2019-12-11,2021-06-15,2021-06-15,https://patents.google.com/patent/US11037072B2/en,https://patentimages.storage.googleapis.com/5e/97/d4/2d4eb71dc7b133/US11037072-20210615-D00000.png
US-11449931-B2,Dynamic business governance based on events ,Cerebri AI Inc.,"Jean Belanger, Alain Briancon, James Stojanov, Gabriel M. Silberman",2017-03-10,2020-07-23,2022-09-20,2022-09-20,https://patents.google.com/patent/US11449931B2/en,https://patentimages.storage.googleapis.com/cf/ff/a6/d36ccf29158e91/US11449931-20220920-D00000.png
US-10902214-B2,Natural language generation using pinned text and multiple discriminators ,"Jungle Disk, L.L.C.",Michael DeFelice,2018-01-31,2020-01-19,2021-01-26,2021-01-26,https://patents.google.com/patent/US10902214B2/en,https://patentimages.storage.googleapis.com/ff/41/88/4cdfa67b226b70/US10902214-20210126-D00000.png
US-10921782-B2,Real-time adaptive control of additive manufacturing processes using machine learning ,"Relativity Space, Inc.","Edward MEHR, Tim Ellis, Jordan NOONE",2017-05-24,2019-11-26,2021-02-16,2021-02-16,https://patents.google.com/patent/US10921782B2/en,https://patentimages.storage.googleapis.com/5c/1e/23/eefb64508e1436/US10921782-20210216-D00000.png
US-11587186-B2,Digital modeling and tracking of agricultural fields for implementing agricultural field trials ,Climate Llc,"Thomas Gene Ruff, Jason Kendrick Bull, Nicholas Charles Cizek, Brandon Rinkenberger, Doug Sauder",2017-08-21,2021-08-26,2023-02-21,2023-02-21,https://patents.google.com/patent/US11587186B2/en,https://patentimages.storage.googleapis.com/56/51/37/b0fe502e203cf0/US11587186-20230221-D00000.png
US-11227008-B2,"Method, system, and device of virtual dressing utilizing image processing, machine learning, and computer vision ",Zeekit Online Shopping Ltd.,"Yael Wiesel, Nir Appleboim, Alon Kristal",2016-08-10,2019-11-25,2022-01-18,2022-01-18,https://patents.google.com/patent/US11227008B2/en,https://patentimages.storage.googleapis.com/b8/ea/4f/9d69e3e8b87a0a/US11227008-20220118-D00000.png
US-11175653-B2,Systems for data collection and storage including network evaluation and data storage profiles ,"Strong Force Iot Portfolio 2016, Llc","Charles Howard Cella, Gerald William Duffy, JR., Jeffrey P. McGuckin, Mehul Desai",2017-08-02,2019-11-21,2021-11-16,2021-11-16,https://patents.google.com/patent/US11175653B2/en,https://patentimages.storage.googleapis.com/46/2a/15/1e3623a0cf0b70/US11175653-20211116-D00000.png
US-11547297-B1,Correlation of bio-impedance measurements and a physiological parameter for a wearable device ,"Tula Health, Inc","Devin Warner Miller, David Rich Miller",2015-02-17,2019-12-06,2023-01-10,2023-01-10,https://patents.google.com/patent/US11547297B1/en,https://patentimages.storage.googleapis.com/ba/60/e2/902dabec63ac6b/US11547297-20230110-D00000.png
US-11037541-B2,"Method of composing a piece of digital music using musical experience descriptors to indicate what, when and how musical events should appear in the piece of digital music automatically composed and generated by an automated music composition and generation system ","Shutterstock, Inc.",Andrew H. Silverstein,2015-09-29,2019-11-04,2021-06-15,2021-06-15,https://patents.google.com/patent/US11037541B2/en,https://patentimages.storage.googleapis.com/8f/61/ef/902447419afdc9/US11037541-20210615-D00000.png
US-11321736-B2,Methods and systems for automated generation of personalized messages ,"Hubspot, Inc.","Marco Lagi, Vedant Misra, Kevin Walsh, Scott Judson",2017-05-11,2019-10-30,2022-05-03,2022-05-03,https://patents.google.com/patent/US11321736B2/en,https://patentimages.storage.googleapis.com/f8/ca/32/d733a13b7ec75d/US11321736-20220503-D00000.png
